iterations,cable_length
0,2530
1,2530
2,2530
3,2530
4,2530
5,2530
6,2518
7,2518
8,2518
9,2518
10,2518
11,2518
12,2514
13,2514
14,2514
15,2508
16,2508
17,2508
18,2508
19,2506
20,2506
21,2506
22,2506
23,2506
24,2498
25,2498
26,2498
27,2498
28,2498
29,2498
30,2498
31,2498
32,2498
33,2498
34,2498
35,2498
36,2498
37,2498
38,2474
39,2474
40,2474
41,2474
42,2474
43,2474
44,2474
45,2474
46,2474
47,2474
48,2474
49,2474
50,2474
51,2474
52,2474
53,2474
54,2444
55,2444
56,2444
57,2444
58,2444
59,2444
60,2444
61,2444
62,2436
63,2436
64,2436
65,2436
66,2436
67,2436
68,2436
69,2436
70,2436
71,2436
72,2436
73,2436
74,2436
75,2436
76,2436
77,2436
78,2436
79,2436
80,2434
81,2434
82,2434
83,2434
84,2434
85,2434
86,2434
87,2434
88,2434
89,2434
90,2434
91,2434
92,2434
93,2434
94,2434
95,2434
96,2434
97,2434
98,2434
99,2434
100,2434
101,2434
102,2434
103,2434
104,2434
105,2434
106,2434
107,2434
108,2434
109,2434
110,2434
111,2434
112,2434
113,2434
114,2434
115,2434
116,2434
117,2434
118,2434
119,2434
120,2434
121,2434
122,2434
123,2434
124,2434
125,2434
126,2434
127,2434
128,2434
129,2434
130,2434
131,2434
132,2434
133,2434
134,2434
135,2434
136,2434
137,2434
138,2434
139,2434
140,2434
141,2434
142,2434
143,2434
144,2434
145,2434
146,2434
147,2434
148,2434
149,2434
150,2434
151,2434
152,2434
153,2434
154,2434
155,2434
156,2434
157,2434
158,2434
159,2434
160,2434
161,2434
162,2434
163,2434
164,2434
165,2434
166,2434
167,2434
168,2434
169,2434
170,2434
171,2434
172,2434
173,2434
174,2434
175,2434
176,2434
177,2434
178,2434
179,2434
180,2434
181,2434
182,2434
183,2434
184,2434
185,2434
186,2434
187,2434
188,2434
189,2434
190,2434
191,2434
192,2434
193,2434
194,2434
195,2434
196,2434
197,2434
198,2434
199,2434
200,2434
201,2434
202,2434
203,2434
204,2434
205,2434
206,2434
207,2434
208,2434
209,2434
210,2434
211,2434
212,2434
213,2434
214,2434
215,2434
216,2434
217,2434
218,2434
219,2434
220,2434
221,2434
222,2434
223,2434
224,2434
225,2434
226,2434
227,2434
228,2434
229,2434
230,2434
231,2434
232,2434
233,2434
234,2434
235,2434
236,2434
237,2434
238,2434
239,2434
240,2434
241,2434
242,2434
243,2434
244,2434
245,2434
246,2434
247,2434
248,2434
249,2434
250,2434
251,2434
252,2434
253,2434
254,2434
255,2434
256,2434
257,2434
258,2434
259,2434
260,2434
261,2434
262,2434
263,2434
264,2434
265,2434
266,2434
267,2434
268,2434
269,2434
270,2434
271,2434
272,2434
273,2434
274,2434
275,2434
276,2434
277,2434
278,2434
279,2434
280,2434
281,2434
282,2434
283,2434
284,2434
285,2434
286,2434
287,2434
288,2434
289,2434
290,2434
291,2434
292,2434
293,2434
294,2434
295,2434
296,2434
297,2434
298,2434
299,2434
300,2434
301,2434
302,2434
303,2434
304,2434
305,2434
306,2434
307,2434
308,2434
309,2434
310,2434
311,2434
312,2434
313,2434
314,2434
315,2434
316,2434
317,2434
318,2434
319,2434
320,2434
321,2434
322,2434
323,2434
324,2434
325,2434
326,2434
327,2434
328,2434
329,2434
330,2434
331,2434
332,2434
333,2434
334,2434
335,2434
336,2434
337,2434
338,2434
339,2434
340,2434
341,2434
342,2434
343,2434
344,2434
345,2434
346,2434
347,2434
348,2434
349,2434
350,2434
351,2434
352,2434
353,2434
354,2434
355,2434
356,2434
357,2434
358,2434
359,2434
360,2434
361,2434
362,2434
363,2434
364,2434
365,2434
366,2434
367,2434
368,2434
369,2434
370,2434
371,2434
372,2434
373,2434
374,2434
375,2434
376,2434
377,2434
378,2434
379,2434
380,2434
381,2434
382,2434
383,2434
384,2434
385,2434
386,2434
387,2434
388,2434
389,2434
390,2434
391,2434
392,2434
393,2434
394,2434
395,2434
396,2434
397,2434
398,2434
399,2434
400,2434
401,2434
402,2434
403,2434
404,2434
405,2434
406,2434
407,2434
408,2434
409,2434
410,2434
411,2434
412,2434
413,2434
414,2434
415,2434
416,2434
417,2434
418,2434
419,2434
420,2434
421,2434
422,2434
423,2434
424,2434
425,2434
426,2434
427,2434
428,2434
429,2434
430,2434
431,2434
432,2434
433,2434
434,2434
435,2434
436,2434
437,2434
438,2434
439,2434
440,2434
441,2434
442,2434
443,2434
444,2434
445,2434
446,2434
447,2434
448,2434
449,2434
450,2434
451,2434
452,2434
453,2434
454,2434
455,2434
456,2434
457,2434
458,2434
459,2434
460,2434
461,2434
462,2434
463,2434
464,2434
465,2434
466,2434
467,2434
468,2434
469,2434
470,2434
471,2432
472,2432
473,2432
474,2432
475,2432
476,2432
477,2432
478,2432
479,2432
480,2432
481,2432
482,2432
483,2432
484,2432
485,2432
486,2432
487,2432
488,2432
489,2432
490,2432
491,2432
492,2432
493,2432
494,2432
495,2432
496,2432
497,2432
498,2432
499,2432
500,2432
501,2432
502,2432
503,2432
504,2432
505,2432
506,2432
507,2432
508,2432
509,2432
510,2432
511,2432
512,2432
513,2432
514,2432
515,2432
516,2432
517,2432
518,2432
519,2432
520,2432
521,2432
522,2432
523,2432
524,2432
525,2432
526,2432
527,2432
528,2432
529,2432
530,2432
531,2432
532,2432
533,2432
534,2432
535,2432
536,2432
537,2432
538,2432
539,2432
540,2432
541,2432
542,2432
543,2432
544,2432
545,2432
546,2432
547,2432
548,2432
549,2432
550,2432
551,2432
552,2432
553,2432
554,2432
555,2432
556,2432
557,2432
558,2432
559,2432
560,2432
561,2432
562,2432
563,2432
564,2432
565,2432
566,2432
567,2432
568,2432
569,2432
570,2432
571,2432
572,2432
573,2432
574,2432
575,2432
576,2432
577,2432
578,2432
579,2432
580,2432
581,2432
582,2432
583,2432
584,2432
585,2432
586,2432
587,2432
588,2432
589,2432
590,2432
591,2432
592,2432
593,2432
594,2432
595,2432
596,2432
597,2432
598,2432
599,2432
600,2432
601,2432
602,2432
603,2432
604,2432
605,2432
606,2432
607,2432
608,2432
609,2432
610,2432
611,2432
612,2432
613,2432
614,2432
615,2432
616,2432
617,2432
618,2432
619,2432
620,2432
621,2432
622,2432
623,2432
624,2432
625,2432
626,2432
627,2432
628,2432
629,2432
630,2432
631,2432
632,2432
633,2432
634,2432
635,2432
636,2432
637,2432
638,2432
639,2432
640,2432
641,2432
642,2432
643,2432
644,2432
645,2432
646,2432
647,2432
648,2432
649,2432
650,2432
651,2432
652,2432
653,2432
654,2432
655,2432
656,2432
657,2432
658,2432
659,2432
660,2432
661,2432
662,2432
663,2432
664,2432
665,2432
666,2432
667,2432
668,2432
669,2432
670,2432
671,2432
672,2432
673,2432
674,2432
675,2432
676,2432
677,2432
678,2432
679,2432
680,2432
681,2432
682,2432
683,2432
684,2432
685,2432
686,2432
687,2432
688,2432
689,2432
690,2432
691,2432
692,2432
693,2432
694,2432
695,2432
696,2432
697,2432
698,2432
699,2432
700,2432
701,2432
702,2432
703,2432
704,2432
705,2432
706,2432
707,2432
708,2432
709,2432
710,2432
711,2432
712,2432
713,2432
714,2432
715,2432
716,2432
717,2432
718,2432
719,2432
720,2432
721,2432
722,2432
723,2432
724,2432
725,2432
726,2432
727,2432
728,2432
729,2432
730,2432
731,2432
732,2432
733,2432
734,2432
735,2432
736,2432
737,2432
738,2432
739,2432
740,2432
741,2432
742,2432
743,2432
744,2432
745,2432
746,2432
747,2432
748,2432
749,2432
750,2432
751,2432
